y,x
-0.765808849009102,1
2.06024893623873,1
-4.85379102127169,1
0.340918158102646,0
-4.00500716852299,1
0.128987987823413,1
-0.46347942886923,1
0.988936508905331,0
-3.34691539234794,0
1.58349455300615,1
-2.0964342284532,0
-3.73976061289322,1
-3.07417832445797,0
1.38018250516286,0
-0.363386748360245,0
-1.30332909335908,0
-2.37881261597696,0
-0.765977631661708,0
1.07623603801964,0
0.280778015394468,1
2.2545151277623,1
-1.56556625810637,0
-0.548084094832021,0
-0.703016942679575,1
-3.70303350931146,0
-4.34688212059647,0
-0.694954712638393,0
-1.6279389683165,0
-1.18697235581296,0
-0.235991602894439,0
2.09680538977539,1
-1.54775801730229,0
2.46388914756196,0
-0.718596984907483,1
-2.4305751974335,0
0.879799181028415,1
-4.78994147830298,1
1.00995192034005,1
-1.02780942256826,1
-1.05959496097954,1
-0.499238080385445,1
-1.27162093419095,1
-0.489017497917467,0
-2.01819206868294,0
1.73732231031287,0
-1.7606660150224,0
2.67376174321052,0
0.0876302942353744,0
-2.9121955609057,0
-0.584211111087678,0
-0.855922878008077,0
0.749340792216503,0
-0.384680645979991,1
0.440089825258569,1
-1.77233704989649,0
0.368725388111174,0
-2.21462275126836,0
0.31204895134784,1
1.93291836034668,0
-0.198253986987993,0
-0.514840680164706,0
-4.79035339116122,0
-1.19532311979392,0
-1.35939884158896,0
-1.8127718520792,1
0.0335388226566731,0
-0.131161236564831,0
-0.635361269255355,1
-0.00727314721497252,0
2.43833865473558,0
-2.47230395892177,1
-3.16503845305905,0
-1.87317096944042,1
1.49947563326533,0
-1.26907222841614,0
-2.0007441040759,0
-0.257079705254306,0
-0.290487708172528,0
-2.07289604407144,0
1.54220482394247,1
0.727776218591307,0
-4.7100875739605,0
-0.681270020467056,0
-1.46524954398699,1
-1.09317389628749,1
1.7952606994701,1
-0.363385608318861,0
-0.180994440191206,1
-0.963045697862221,1
1.51508451243749,0
-2.78992162671231,0
-0.690959054710534,0
-0.699427989603685,1
0.0287534359870554,0
-1.38802464960652,0
-1.07202887944398,1
1.25238189894653,0
-1.56149714253278,1
-1.47236294233547,0
-3.26971598885041,0
3.7236439661629,0
-3.51154705764957,0
-0.777615913462754,0
-0.890090700132611,0
-2.00725168957182,0
-2.31006556965298,1
-1.12074842900724,0
-1.41478153393488,0
1.11927290625146,0
-2.03146555641517,0
-0.239514229555364,1
-3.12040296716144,0
0.145621722678866,0
-2.54618996243897,0
-3.38849122589587,1
0.788548545662409,1
-1.53631109660046,0
-1.23369601171041,1
-2.84639220672113,1
-1.32645168773975,1
-0.391389943772083,0
-3.65207840500052,0
-6.88455182412162,1
-3.15864489220692,0
-1.30824336951576,0
-0.920524481329142,0
-2.45747406600675,1
-1.08924123471385,0
-2.25743509634649,0
-3.19736184863152,0
2.39404450186622,1
-2.12470552873693,0
-2.24204752123925,1
-2.29128540332646,0
-2.05502686884649,1
-5.37777949681039,1
2.64411625313636,1
1.70185776612334,0
0.68413245744507,1
-2.57371534271548,1
-0.570593885430178,0
2.27083153082094,1
-3.10301021690976,0
-0.498387969437231,1
-2.00885154251666,0
2.03862511519879,1
-0.30429285074055,0
-1.59426543578683,0
-5.72401885360065,0
-3.70994154815032,1
0.181862306457728,1
-2.51036104643959,1
-3.06544348279667,0
-1.23265625063247,0
0.221510004124444,1
-1.44171263027515,1
-3.08478159884855,1
-1.71118319388503,0
-2.09845743433074,0
-0.238993538589655,0
-2.14171234986894,1
0.950098548856602,0
-3.75218221589165,0
0.188866995112642,0
-3.76613482791047,1
-1.48678956550124,1
0.100866791459001,1
-3.78682633826745,1
-2.7705118654273,1
-3.09348957103843,1
-1.92154804022852,0
0.824024960304284,0
-1.53862116781367,0
-2.10494882450098,1
-1.05252160525715,1
-0.127288609673066,0
-2.3038507204651,1
-2.11565199278454,0
-1.00196170506142,0
-0.695541967992346,1
1.25041712332504,0
0.171096931157678,1
0.429615354232771,0
0.145849337543924,1
-1.38728446676582,1
-3.64201894905128,0
0.188019756592043,1
-0.235426367954086,0
-2.30036403331308,1
1.53416892577802,1
-0.995548972905477,0
-1.63486566950088,1
-2.11300765653841,0
-1.13767784629886,1
0.414505079082042,1
-1.27242649557795,1
-2.89494884053009,0
-1.69806510964292,0
-3.92375720081305,0
-4.23195485849145,0
0.417820240335102,1
-1.90368159829406,1
-4.49648507693434,0
-1.88446882996293,0
3.17663583301222,0
-0.852412365000939,1
1.98878829671861,1
-0.396192837481386,0
-4.68660954813397,1
-3.24137909244831,0
-5.1883984340182,1
0.322505007497708,0
-1.94809592276148,0
-2.86029450725956,0
-2.1244100474632,0
-2.19614876088679,1
-0.986572115550545,1
-1.93857077637923,0
-2.8338405661813,0
-0.205548928325482,0
-1.64053885874542,1
-2.048509709382,0
1.00432348845993,1
0.868556303385656,0
1.54151519115331,1
1.10774163922893,0
-0.700029501585043,1
-1.24345214730331,0
-3.3172123705666,1
0.805635794137555,1
-3.02086303501494,1
-1.830342713728,0
-2.46561683709887,0
-0.358566616771337,0
0.144506974877688,0
-0.258151930263037,0
0.343538373630597,0
-1.83352166768402,1
0.0950526729854153,0
-3.79111031539227,0
-0.165599865090583,0
0.7478242345663,0
-0.543878096879193,0
-4.17392864694672,0
1.67296137233551,1
-2.34637648918329,0
-1.02447724722628,0
0.203806502450091,1
-4.15262634590687,0
0.23006373252357,0
-3.20399430593411,0
0.0807955149367468,0
-4.55219506217613,1
-1.63260314188481,1
2.75669165574375,1
-1.14328117392878,0
0.297377989543971,0
-3.37078067523227,0
-1.89139379417231,1
0.0308567868954506,0
-1.62202168078499,1
-2.43021061876595,1
1.55158334152553,1
-0.849850158782299,1
