x1,x2,x3
0.515371956889073,-0.989928301047112,2
1.04484886249806,0.43603651939461,2
0.0966875077725796,0.0797466734901367,1
0.271740901408367,-0.569472008429092,1
-0.181025360167495,0.385616032068434,1
1.35370740258991,2.22558712301675,2
2.36552533404367,0.440548896257255,3
2.6381308443845,4.75579653015647,3
2.54638114102068,5.19015947798641,3
-0.0921574637579003,-0.624671848660155,1
1.53583672118248,2.08567710047054,3
0.872382878649679,-2.69554516310288,2
2.35918347225698,1.99720266269488,3
2.10175117330881,4.00523511094484,3
2.04237964205535,0.263982948630868,3
0.863596888996333,-1.23252855574123,2
1.31846130244051,0.183179357823882,2
1.53448382273375,-0.632773725142231,3
0.357458443792708,-3.05570157109054,1
0.0745828703946434,5.31543060064888,1
1.23645135187956,1.66205327326909,2
2.06236332200789,1.34250651015033,3
1.22797062061656,2.94750072362541,2
1.74704109705464,3.80968959886628,3
1.93407662752596,2.51456788264172,3
0.152622765867205,2.48533939131883,1
-0.399481388689854,-0.54580104739662,1
2.21440972400185,0.124033010504866,3
-0.382875886261807,-2.41089030222954,1
1.85080040714475,4.01736007642167,3
0.775637185079134,-1.45004949349581,2
1.75810716428218,-0.0316533550910199,3
0.239457073344444,0.79137352087901,1
2.38785185099832,2.36325259818147,3
1.09422023456143,0.75796221079444,2
0.942797961863546,0.0247117425661445,2
2.45689954876919,1.44027225507907,3
2.21716334477209,2.86308978949244,3
2.07103385444026,1.82541097029755,3
2.04508542556792,0.832304959058792,3
2.13927046073068,6.07720337475137,3
1.73840960378446,1.29807326162605,3
0.913108011863219,-1.23466443956003,2
1.92277444223565,0.998291280379703,3
1.73169832320013,5.44460251280566,3
2.355329728782,4.54125893863432,3
2.2547120739513,-0.25091589259768,3
1.76152039921005,0.799820168686776,3
-0.262887165168337,-0.620812974761396,1
0.813456975772804,1.33545213954372,2
2.02697180634858,6.95219934598363,3
1.80649177823903,3.96730877957001,3
0.130181089501916,-1.96421958599119,1
2.30241857405697,2.73722393597752,3
2.41918256045363,1.36206103008671,3
1.1612346194026,2.70925135411579,2
-0.338252329651046,-0.440777746781951,1
1.29708896748377,-3.08048821983872,2
0.0182877578164338,1.61683169089623,1
1.90292738509002,4.6547515141289,3
1.96401152301797,0.110589926376836,3
2.31688147680159,2.26792095317741,3
-0.626820124896694,-0.829437618216721,1
-0.211370155075058,3.79590572131077,1
1.95698791558838,0.881564651107354,3
2.2684618199506,6.05241667569972,3
2.3844700344615,4.23411658930436,3
1.79592008055001,3.19370891846979,3
0.833870966003446,1.72831163311215,2
0.343809497596177,-2.61062005980524,1
-0.350661862949084,0.217528808644782,1
1.49304819360126,1.77305146056827,2
0.222564658428317,-1.58154139598379,1
1.71807025068408,0.274199981595959,3
1.95480066482651,5.50568591665154,3
1.28456852426755,3.41094875290337,2
2.33271508073497,7.19348734615117,3
1.83572716800966,1.47655385133268,3
1.92085934753216,2.36323326473169,3
1.5226812424993,1.50084346254011,2
0.789888355746717,0.473604610891789,2
-0.123374509937706,3.07052932905327,1
0.0246335503842943,-0.155841517677493,1
0.620062298162442,-1.55627217788492,2
0.213043732006108,4.44442057820174,1
2.24949120730429,-0.888712844644074,3
1.76869202678765,2.19718901417934,3
1.82202767659411,2.71092840823936,3
1.8303221565617,-0.153321695653238,3
