ind,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
1,2.04168167329765,-0.567665298701141,0.18800744163318,1.25094923085921,1.11573891440519,1.01537822069978,1.67779598628842,2.34915820962758,1.04643094318518,3.18645335372005,-2.18649112932013,-3.71646854884068,-4.83710580320553,-4.66756593521371,-3.36897675006209,-3.42144401561285,-4.5504139068227,-0.889921583525273,-1.67559467238045,-1.77834006112449
2,1.36583869644162,0.905215533179907,-0.62831164105037,-0.0978116618531858,1.58266095695216,-0.581077173543479,3.08212914340582,0.788549654163601,0.385002210176524,0.929523717514251,-1.7924788585404,-1.23100861808385,-4.70519270792534,-1.0958050291574,-3.14335992604901,-1.62976421869483,-0.779608513586601,-3.54378296879163,-2.98541865666517,-0.576011462840885
3,-1.37919130487344,2.14314273078223,0.116134010598028,0.4518369348219,0.961541001685889,-1.44865331758244,1.70561950575055,2.70667261686348,1.78215219361057,1.28432487568633,-2.82566393879416,-2.37205978309032,-0.263672808876981,-1.91609486317518,-1.75503185168169,-3.40023127656143,-0.134811086779968,1.423758401423,-2.23812889479315,-0.523550517361759
4,0.643480872624482,-1.9053437485302,-0.486934673960071,1.46394775219104,0.782782252825168,-0.0307096482988598,-0.0356362443116394,0.534554466326324,2.2001388846546,1.56924599970987,3.30868612238145,-0.301662165183382,-1.61603955633408,2.03685849728514,2.63299252755435,-0.63492525518176,-2.60360371974509,1.78931382757681,-0.0536013290942285,-1.07368495503465
5,0.437472856410316,1.14092389644273,-0.986346871190527,-0.344487375445984,0.393524440930177,-0.77456707357141,1.26927172081074,0.958916986424684,1.07860380088366,1.12029840947062,-2.6105852890942,-0.327280302429806,-2.87624065385408,-2.0736890712659,-2.37895399665998,-2.52030680367384,-1.493692246005,-4.3870213997397,-0.725552847859391,-2.11842026734726
6,-0.0311636326176315,-1.19562508432211,-0.316026266920123,-0.366527303430012,-1.20568155441532,2.64430858885162,-0.112690559746695,-0.133911366986928,2.07379520749409,0.624160172465931,-1.45547981055722,-3.19670898327005,-2.55734719735416,-0.717088989674252,-0.687894440905224,0.744938666643708,1.03015897352507,-1.60119911688228,1.31605027432428,0.240283970317532
7,1.29528605733749,-1.24741356398764,-0.222605001464209,-0.63940528174419,-0.351795771778253,-0.428004600216184,3.8546826667127,-0.982423334297478,1.61125473100662,1.84664679679248,-1.96006114482948,-3.74309806592105,-1.56370055147819,-3.54274774547087,-4.15893792975616,-3.79631557079056,-3.66459330188842,-5.65572414667419,-1.92263293992738,-2.92632694794482
8,1.72441264028088,2.67744482934841,-1.96624180683507,1.53578909476224,-2.52010516639062,0.996410012710779,1.73081657773703,1.16483617458491,2.57118308562677,1.87497296486233,-4.44504401369188,-1.52724096054511,-3.74841229372983,0.354366122800642,-4.90317945752756,-0.998989871510814,-3.46456239685575,-3.79112237173249,0.223155909149919,-2.60200883630774
9,-1.82649580993105,0.527094658672255,0.349223062250735,1.16826803723655,-0.693100317514818,1.36317678416893,0.850710564801299,1.6152138364782,1.56259720299885,1.04730433445734,-6.16815737864636,-4.31920216249412,-3.67062392190117,-0.529382207736308,-4.16039429695465,-3.79784543655064,-5.13520439677669,-2.04125018406669,-1.05101314225782,-1.78398129041998
10,0.701579837594297,0.59311697256107,2.61728150298067,0.926590327969881,2.88578357201104,-1.733369510505,0.5537334395972,-1.15723169307601,0.167649714072772,1.41721785792303,-2.05053193428078,-1.81408632997501,-2.79600936128901,-0.271208884258389,-0.719206788558605,-3.66337086829489,-4.85766188356533,-3.90282632377719,-1.74023488342168,-0.65268860476388
11,1.48544781514983,-0.122637813752399,-1.50423784452231,-0.916238410154579,1.05215626357598,3.33350977376182,-1.88749812962506,2.53041714605273,2.51894698786606,1.0739082671816,-3.49294571715474,-2.43249668335998,-5.16491436614391,-5.40980208787331,-6.61992240570157,-4.34836897712271,-5.76214176363748,-0.674889556820851,-2.56130520252155,-3.43616636428931
12,-1.59335237034931,-0.814606133154022,1.70877307254021,-1.97289072902517,-0.32754715793561,1.20928810054776,1.74313850734082,1.85257292431536,0.287747724155419,2.0067770712993,-8.51505441114655,-5.24800723458489,-5.11234120410324,-6.16663106032495,-2.05643752195021,-5.03591166596031,-4.41302644923031,-4.66194601804926,-5.32771370595649,-5.89587661686948
13,-1.4953718284651,1.00544091469144,0.907500877680346,0.0188358420213306,-1.01896066645753,2.051051813087,2.72143803739212,2.25387833391364,1.57825770148952,1.99508853901983,-4.6860151935425,-2.47784476272298,-2.84842392531226,-2.51868285510577,-3.70921364031703,-4.89774755092476,-0.863346095083166,-5.09634611512009,-2.94992457871201,-5.96951518561066
14,0.291391437360724,4.2544137191835,-1.05686427893323,-2.42367964964117,1.66202424113826,0.511688623125516,0.0639956975905009,2.54048183483249,2.20663537156894,1.42971115477712,-6.49523725042997,-0.30233614213029,-0.169762814846279,-2.15343086264677,-1.05643435486712,-1.5071863021035,-1.87077033355083,-1.59236419436972,-2.91695575023555,-3.10055443562126
15,-2.58291759846965,1.05629819630048,0.796856218714419,-0.566473410519293,0.462592231419422,-0.279528480243912,2.62513700021275,2.28299893296003,0.479981883477297,2.0269248716731,-4.34608390777943,-0.723393741180394,-3.0228736705704,-1.5738770766293,1.34732085986021,-5.31962630720733,-2.54781178765179,-1.52156735812147,-6.11621172717706,0.680626257323174
16,0.360951555348306,-0.762165097627476,2.62170008398128,0.0268379229341972,3.29080902009084,-1.16347120942217,2.88977580323428,0.696067248627974,-1.30326918581164,1.80104185744421,-5.5139739565391,-2.60899445681338,-1.82725955396058,-3.58075776851487,-3.06571980795169,-6.30378168924864,-3.8234398082517,-5.08551942714032,-4.90496172211598,-2.50729566260119
17,-1.5038281030743,-1.45209796232989,-0.641122070015045,1.2940419354321,-0.14883911861349,1.78594441963263,2.70081025966215,2.47461490027509,2.92630706983068,-2.05620587720118,-8.8428365092598,-5.703761555062,-6.29527604054221,-7.24451932531034,-4.68477683299588,-5.64466636416828,-2.89706974493207,-5.77529402295387,-3.19673293230468,-8.15392911544324
18,0.20380998032454,2.29893345343494,1.11742142516028,-0.0424944381578487,1.93879283630277,-1.28104351084678,1.30284103163602,0.286293348864924,2.61054278151326,3.99255450969567,-4.01554848814069,-3.75634676296545,-2.72214611418819,-5.62941076798841,-3.74952433047019,-4.61563594651799,-2.90226460652455,-6.42203761434574,-3.08633085021777,-2.11091495581204
19,-1.20203626721058,1.40542456414521,-0.0166800404492688,1.60590968824059,0.674362156549329,1.64110801423473,1.87422836308842,0.591728549656095,1.4364728237146,2.62905624007502,-3.04871412210387,-3.35669060462524,-5.94583156729287,-2.09016917219055,-6.20040290123455,-4.50201541585109,-3.63686983753306,-2.45096104323369,-3.92150273628009,-1.76955938939094
20,0.197910497779216,-1.0350327735026,0.482271522232111,3.02941295077919,2.48953060003146,1.28957177426777,-0.0146994492276336,5.14138243860934,1.35198740432708,0.312990793241469,-2.7581317164081,-4.42213194687977,-1.39148219863183,-1.9196317618982,-2.50647013118457,-3.72449020324358,-3.30739484499263,-0.0652021804274717,-3.43464577361589,-0.356662003647084
21,-0.870322738558978,0.275445546983333,0.219887906644861,0.62022348846666,-1.80702673236721,0.356763581765203,2.53591840153352,2.17932182239444,1.64293413714903,4.33974330258223,-0.201032883120162,-0.999219403072968,-5.07108941307028,-2.26102256988402,0.464679028991029,-2.81541453872469,-2.03322542693466,-0.927386845076134,-0.504174165015417,-0.188863923524368
22,1.51121001471554,0.602350203925778,1.36906535266365,0.618416975828607,-0.957267343401718,-0.371982226880312,0.528014035436093,0.567613872135426,1.09698038958174,-0.5033813204985,-3.40548099317212,0.50033420906199,-1.31713228464739,-1.45454217846513,-2.02965947132774,-1.96762983862035,-3.22466704705032,-0.660320459462819,0.263078010427887,-2.96216154475796
23,0.0505269516457901,2.01494743415603,-0.789654281948141,-0.345672718417411,0.597066853163475,2.59911046762139,2.67608202217653,2.56673745171573,-0.0594380298165291,0.290415584077112,-4.91396970435027,-4.35486500358934,-1.92180415409904,-3.49952449604552,-4.81111619713251,-1.10054941509307,-3.35721717566554,-2.56461297609873,-5.99563620829492,-6.17645422711721
24,-1.48426490037176,-0.678208300448539,1.46496967858554,0.817704544465769,0.386917774022433,2.0595923105025,-0.0829116023421879,0.299227346267182,1.50935472672866,-0.309607891758589,-1.97003072037841,-2.52877578636984,-5.48694163091639,-3.74848152476167,-0.608852256609467,-1.7264317349167,-3.61745738039492,-1.03656394412064,0.366374470392642,-1.32433266731032
25,-0.176302557823684,0.518229234438589,-0.433202516161282,0.58780501533337,0.908262394964859,1.83706152104801,0.58188061528131,2.00113432420566,1.22429321433832,1.76263134948271,-3.61692468302435,-3.256399873652,-5.14863424608851,-5.90453920315899,-3.06408508985702,-2.58772946426018,-1.83692432887332,-4.71344311086786,-2.46068000766068,-1.84059744049638
26,0.248492375923478,-0.00152428104162827,-0.454222975859284,1.00553021706065,1.72068249736803,-0.933468334369993,1.38037656731012,1.52098536276369,0.906596720316395,3.81654203437629,-6.65533695999355,-6.95992148357,-5.28295961510018,-2.50668402115153,-2.34263138572192,-3.96116434464206,-2.53866806600227,-2.39950119072924,-2.29247851589952,-0.733923312818849
27,-0.30813235039422,-0.0141995439001297,-2.63260258424557,1.76031276500257,1.0369150893667,1.76977010734744,1.99245355659421,0.731858253227719,3.9010047641452,1.53060529935854,-5.9254223622767,-2.44996009530607,-6.59546092026433,-4.27677690458091,-6.7948041757549,-3.38681096359939,-5.25132924454188,-2.45467784065486,-2.08012090914755,-2.75944714808473
28,-0.419824117822272,2.31372828450785,0.709564196814185,0.0856950269342251,0.037203424663759,1.97586383093825,1.52550100977715,1.40401068701408,1.7409865877068,2.05790030212115,-6.87535071450787,-4.4094427654334,-5.96756185735695,-4.97778335787972,-7.16071303469705,-2.83637845386283,-1.85500863580846,-5.98216124385664,-5.01498233183098,-3.94723623957466
29,1.24638923929294,2.17949173238735,0.696136644463351,2.94246882845624,-0.417976713063086,2.81057458776817,0.0349505791637907,0.37447264259894,2.8048249109214,1.26906428812792,-2.49759624288693,-4.85675846002688,-5.79968161761333,-3.97264514159185,-2.95656872295332,-6.36762983211715,-5.11297041919879,-7.64813440786564,-7.33802687298335,-5.54063074448349
30,-2.0420182190104,1.16502206046154,1.39910077502434,-0.518119359490459,0.42609971155813,0.785938031055936,0.956664044829132,2.93204265252723,-1.08007130297753,4.11127993159826,-3.60405999667881,-5.30307397282695,-2.65325595997699,-7.79162270318532,-4.52031339443844,-3.55060914261506,-2.60296560480039,-5.32251532575252,-8.22267086204065,-2.21769722550407
31,0.431281800426231,1.19462082560105,-0.434055101923254,1.691175407198,-0.130940777325154,0.125503985483457,0.573390138670763,-0.489267749449038,2.42758498907901,3.03705141461569,-3.20015561193058,-3.7551094057434,-1.97279217932184,-1.70111738215891,-1.66815974712735,-2.92348906060342,-2.13234782902206,-0.995322719262774,-1.32733837433682,-2.89834323454093
32,-2.40808667768933,-1.58106728122066,1.45790103493743,2.38145713666824,1.10656966000903,-0.307351903291791,2.29510112012601,0.242127949769653,-1.35813374955557,1.69586573091626,-1.76989058470556,-4.03623476326105,0.771703177336195,-1.46605688947832,-4.0843431994644,-2.52893157924066,-3.41579325712008,-1.76121795336321,-2.66462097403041,-0.344999818937111
33,0.183182283452512,-0.458916934595699,1.51287401895575,2.70920268596005,-0.123028748052599,0.345508737440902,-0.568416717865968,3.5859993666578,0.190816182491905,1.48608586084444,-4.72871640956157,-5.43024236912498,-3.17833771737021,-3.25206133950846,-3.73208993084951,-4.9791738064513,-4.30404170365718,-3.59627206521256,-3.95863352922764,-4.93017801928978
34,2.16452340796592,-0.539832441621405,2.32083707793948,-0.320719333364554,-0.594284636936058,1.20757703774063,1.77631848147939,3.46369585777303,2.15135893247079,0.858717449504004,-5.57058918615176,-8.79803476495072,-8.5400482217844,-8.20846073279827,-7.30774950945284,-7.89640540277469,-6.19938132732641,-4.76541475714935,-4.67889281662824,-7.31089541041935
35,2.22340947393413,0.840496379666098,-1.00868796593509,-0.464168080321179,0.582060123931227,-1.54002263937369,0.0554420155891267,2.97219764234566,1.86290909003976,3.46200044715733,-2.64076483946438,-1.8439759963416,-3.34967459152181,-4.45074058284988,-4.53869368099644,-6.89796506227986,-6.00752874878958,-4.9809848394646,-5.03754476765984,-4.58514213076973
36,-1.52178614235841,0.135986376397615,1.68779435319853,0.776549683578004,-1.17583723388716,1.34711218960067,2.28245329932723,2.48934362975744,1.73448610170394,4.8281093432516,-8.42675908144241,-7.27354462190806,-4.30963855371177,-6.16757547930007,-9.21180984443866,-6.95763698472393,-1.25815334010401,-5.16964803537326,-4.8184085002663,-2.90554501747587
37,-0.210554673037619,2.18634289994032,0.640534290116856,1.04964525904077,-1.87594885826433,1.5752116932988,0.44739077795396,1.16730449983246,2.26746142798795,2.5552448834853,-1.58907636877894,-0.135264771165987,-4.04060521665662,-3.20942908316519,-6.83504087219391,-3.05983569874002,-6.41209075294211,-4.53332529472268,-4.64805375994562,-3.10318812948434
38,2.34782694926228,0.00496802270743429,-1.17596799474697,3.5530415745959,0.723165293243788,0.761055603542951,1.73174878176467,1.88221056594011,-0.0800078428632443,1.87114960794703,-2.91821798790942,-1.73506119940491,-3.56027023305877,-2.64733469227571,-0.0572266055771826,-3.37533147856765,0.249955044127111,1.5556709581239,-2.30090259016486,0.417769454846119
